"label","is_PE","Id","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars"
"individual, non-P.E.",FALSE,314297,1,0,0.000129533678756408,0,"156:2",2.66e-06,314297,156,2,NA,"156 2",NA,"","","",""
"individual, non-P.E.",FALSE,285128,1,0,0.000129533678756507,0,"156:1",2.66e-06,285128,156,1,NA,"156 1",NA,"","","",""
"Description",TRUE,308231,4,9.01978927212886,7.58931068794815e-05,0,"2:29:1:8",1.2e-05,308231,2,29,1,"2 29","Pro-vaccine","","","",""
"Description",TRUE,42559,17,18893.2236857232,0.000139577548790782,0,"2:8:21",5.32e-05,42559,2,8,21,"2 8","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,426043,6,37803.9333333339,7.95693985613842e-05,0,"8:2:9",1.6e-05,426043,8,2,9,"8 2",NA,"","","",""
"individual, non-P.E.",FALSE,233203,28,467.814878735235,5.34298654745507e-05,0,"1:1:273",8.78e-05,233203,1,1,273,"1 1","Anti-vaccine","","*","",""
"non-individual",NA,319413,3,0,3.00429762111342e-05,0,"2:3:152",1.2e-05,319413,2,3,152,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,151702,23,7692.95374502755,0.00011677038557538,0,"2:1:133",9.44e-05,151702,2,1,133,"2 1","Pro-vaccine","","*","*","*"
"Both",TRUE,151529,1,0,0.000129533678756507,0,"109:1",2.66e-06,151529,109,1,NA,"109 1",NA,"","","",""
"individual, non-P.E.",FALSE,170199,1,0,0.000129533678756408,0,"109:2",2.66e-06,170199,109,2,NA,"109 2",NA,"","","",""
NA,NA,143434,2,20.1347106936968,2.54232851580218e-05,0,"1:8:76",5.32e-06,143434,1,8,76,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,133455,3,0,2.35332281618043e-05,0,"1:1:533",9.31e-06,133455,1,1,533,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,169212,15,3137.94173014385,6.72229096443897e-05,0,"2:10:8",4.92e-05,169212,2,10,8,"2 10","Pro-vaccine","","","",""
NA,NA,431654,1,0,3.03738970900624e-05,0,"2:27:21",2.66e-06,431654,2,27,21,"2 27","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,360811,73,12971.9410080995,0.000316060018807834,1,"1:2:43",0.000567803,360811,1,2,43,"1 2","Anti-vaccine","*","*","*","*"
"non-individual",NA,372439,2,0,2.71951713517691e-05,0,"3:4:41",5.32e-06,372439,3,4,41,"3 4",NA,"","","",""
"individual, non-P.E.",FALSE,15718,11,590.775433327124,4.62424522428126e-05,0,"2:1:257",3.19e-05,15718,2,1,257,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,430551,9,26903.3827125821,0.000174962361706199,1,"2:20:2:1",4.26e-05,430551,2,20,2,"2 20","Pro-vaccine","*","","*","*"
"individual, non-P.E.",FALSE,396537,39,9974.23077459887,0.000289241749522439,0,"3:2:36",0.000259301,396537,3,2,36,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,34348,3,0,7.01883336999455e-05,0,"2:49:4",1.33e-05,34348,2,49,4,"2 49","Pro-vaccine","","","",""
"Description",TRUE,75844,53,113841.995082459,0.0004306732751076,3,"2:27:1",0.000206111,75844,2,27,1,"2 27","Pro-vaccine","*","*","**","*"
NA,NA,359045,1,0,2.47690530758955e-05,0,"1:8:129",2.66e-06,359045,1,8,129,"1 8","Anti-vaccine","","","",""
"Description",TRUE,452717,3,10.8367148175354,2.77138430831329e-05,0,"2:1:429",9.31e-06,452717,2,1,429,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,223490,10,1440.0747752249,5.63738179459276e-05,0,"2:1:227",3.99e-05,223490,2,1,227,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,113764,12,4.83333333333333,0.00014712286951895,0,"7:1:8",0.000118348,113764,7,1,8,"7 1",NA,"","","",""
"individual, non-P.E.",FALSE,298503,24,22146.0888570313,0.000127413129563999,0,"2:43:1",7.45e-05,298503,2,43,1,"2 43","Pro-vaccine","","*","*","*"
"Description",TRUE,207517,109,26274.6620750934,0.000520501800859579,1,"2:2:31",0.000682161,207517,2,2,31,"2 2","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,110728,60,3810.49405947533,0.000134746924464003,0,"1:1:155",0.000276588,110728,1,1,155,"1 1","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,315351,2,0,9.3545518450543e-05,0,"2:38:2",4.65e-05,315351,2,38,2,"2 38","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,252464,1,0,0.000129533678756507,0,"146:1",2.66e-06,252464,146,1,NA,"146 1",NA,"","","",""
"individual, non-P.E.",FALSE,81836,42,21910.8852281865,0.000233930515811679,4,"2:6:16",0.000164889,81836,2,6,16,"2 6","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,423199,2,7099,7.12076718568437e-05,0,"2:165:1",6.65e-06,423199,2,165,1,"2 165","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,322388,39,30120.4317554828,0.000165465284994661,0,"1:11:5",0.000191484,322388,1,11,5,"1 11","Anti-vaccine","","*","*","*"
"non-individual",NA,432414,23,4159.25017779016,8.80092459747592e-05,0,"2:25:3",7.31e-05,432414,2,25,3,"2 25","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,18720,7,340.074579846993,5.04112160967693e-05,0,"2:5:26",2.39e-05,18720,2,5,26,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,461239,2,0,4.39753130826765e-05,0,"2:135:2",6.65e-06,461239,2,135,2,"2 135","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,78311,1,0,2.77859228926868e-05,0,"2:20:1:9",2.66e-06,78311,2,20,1,"2 20","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,283238,2,0,2.84435992105902e-05,0,"1:18:6",9.31e-06,283238,1,18,6,"1 18","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,256260,26,3683.05844592148,0.000101415833604526,0,"2:1:139",8.91e-05,256260,2,1,139,"2 1","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,109609,16,11.8166666666667,0.000296115526254321,0,"7:1:2",0.000238025,109609,7,1,2,"7 1",NA,"","","",""
"individual, non-P.E.",FALSE,250407,2,9309.18647147118,4.34069744272069e-05,0,"7:3:2",5.32e-06,250407,7,3,2,"7 3",NA,"","","",""
"individual, non-P.E.",FALSE,306328,20,447.025075735672,0.00011232969429374,0,"2:5:12",9.84e-05,306328,2,5,12,"2 5","Pro-vaccine","","*","","*"
NA,NA,263846,48,29857.1472192301,0.000236428163270209,0,"1:3:76",0.000198133,263846,1,3,76,"1 3","Anti-vaccine","","","",""
"non-individual",NA,52997,2,7099,8.76910107754979e-05,0,"2:65:5",5.32e-06,52997,2,65,5,"2 65","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,357290,5,6.25407284920344,2.90443472565497e-05,0,"2:4:1:178",1.33e-05,357290,2,4,1,"2 4","Pro-vaccine","","","",""
"Both",TRUE,178609,15,337.087892693399,4.99849781998051e-05,0,"1:2:115",5.98e-05,178609,1,2,115,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,199408,1,0,3.08684045046951e-05,0,"2:9:51",2.66e-06,199408,2,9,51,"2 9","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,306027,7,1133.88395380775,3.10850000911968e-05,0,"1:2:183",2.39e-05,306027,1,2,183,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,104168,2,8.40420851088391,2.19684447298662e-05,0,"1:2:312",5.32e-06,104168,1,2,312,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,306974,18,10305.373410278,0.000183720761233471,0,"11:1:6",7.18e-05,306974,11,1,6,"11 1",NA,"","","",""
"individual, non-P.E.",FALSE,34447,13,5156.48201200966,0.000186221587333955,0,"2:12:7",6.52e-05,34447,2,12,7,"2 12","Pro-vaccine","","","","*"
NA,NA,419392,1,0,2.35685917221224e-05,0,"2:5:79",3.99e-06,419392,2,5,79,"2 5","Pro-vaccine","","","",""
"non-individual",NA,143126,8,760.419162096925,3.94150573633563e-05,4,"1:1:397",2.79e-05,143126,1,1,397,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,401907,1,0,2.12067104969337e-05,0,"3:1:171",2.66e-06,401907,3,1,171,"3 1",NA,"","","",""
NA,NA,402437,7,707.917325014231,5.30241998885976e-05,0,"1:10:39",1.86e-05,402437,1,10,39,"1 10","Anti-vaccine","","","",""
NA,NA,304335,2,14.3960780089007,2.97980060725347e-05,0,"1:8:79",5.32e-06,304335,1,8,79,"1 8","Anti-vaccine","","","",""
"Description",TRUE,215504,2,1.39120879120879,2.7622156254656e-05,0,"2:8:63",5.32e-06,215504,2,8,63,"2 8","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,379356,2,152.184192992066,2.34236335641618e-05,0,"2:2:300",5.32e-06,379356,2,2,300,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,255919,1,0,2.3735536321344e-05,0,"3:2:180",5.32e-06,255919,3,2,180,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,87963,1,0,2.19945746177078e-05,0,"2:6:92",2.66e-06,87963,2,6,92,"2 6","Pro-vaccine","","","",""
NA,NA,366086,47,6095.32415701413,0.000161675804105605,0,"1:3:64",0.000283236,366086,1,3,64,"1 3","Anti-vaccine","","","",""
NA,NA,17578,1,0,2.48303208864326e-05,0,"2:34:18",2.66e-06,17578,2,34,18,"2 34","Pro-vaccine","","","",""
"Description",TRUE,385051,3,7136,6.09156069537687e-05,0,"11:2:5",7.98e-06,385051,11,2,5,"11 2",NA,"","","",""
"non-individual",NA,92530,2,0,0.000139762883350878,0,"38:2",6.65e-06,92530,38,2,NA,"38 2",NA,"","","",""
"Both",TRUE,21268,10,289.369567900894,5.10348445003548e-05,1,"2:1:250",3.32e-05,21268,2,1,250,"2 1","Pro-vaccine","*","","",""
NA,NA,195792,150,47524.794816342,0.000901129036908901,0,"1:3:16",0.00159836,195792,1,3,16,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,273733,2,55.3339707205491,2.99233101323542e-05,0,"2:9:34",5.32e-06,273733,2,9,34,"2 9","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,424623,4,0,3.3303267361908e-05,0,"3:13:4",1.33e-05,424623,3,13,4,"3 13",NA,"","","",""
"non-individual",NA,355752,1,0,2.32078639933871e-05,0,"2:6:82",2.66e-06,355752,2,6,82,"2 6","Pro-vaccine","","","",""
"non-individual",NA,278192,4,7113.33563013814,6.0390618299255e-05,0,"2:109:2",1.06e-05,278192,2,109,2,"2 109","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,412277,30,7945.77761844288,0.00010601914755916,0,"2:1:128",9.84e-05,412277,2,1,128,"2 1","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,390880,4,299.918541587533,5.27474436158495e-05,0,"3:6:9",2.13e-05,390880,3,6,9,"3 6",NA,"","","",""
"non-individual",NA,365271,4,2204.20843430618,5.18261412969374e-05,0,"2:115:1",1.2e-05,365271,2,115,1,"2 115","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,277607,30,7644.70473674079,0.000120936005031796,1,"1:11:8",0.000128986,277607,1,11,8,"1 11","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,439373,1,0,2.55646382131935e-05,0,"7:1:17",2.66e-06,439373,7,1,17,"7 1",NA,"","","",""
"individual, non-P.E.",FALSE,55819,13,1029.1448739469,3.99089244033638e-05,1,"1:9:16",3.72e-05,55819,1,9,16,"1 9","Anti-vaccine","*","","",""
"non-individual",NA,129266,5,12.1433136386057,3.47559732886668e-05,0,"3:5:31",1.6e-05,129266,3,5,31,"3 5",NA,"","","",""
"individual, non-P.E.",FALSE,302592,6,378.9289876903,2.6172209357171e-05,0,"1:1:459",1.6e-05,302592,1,1,459,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,250237,15,218525.502318265,0.000225210287464394,0,"11:1:4",8.38e-05,250237,11,1,4,"11 1",NA,"","","",""
"non-individual",NA,367587,5,14372.5145003605,6.45842998920807e-05,0,"2:5:28",1.86e-05,367587,2,5,28,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,281195,25,15408.6039195983,0.000155259931472697,0,"2:9:5",9.97e-05,281195,2,9,5,"2 9","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,318929,140,10285.9159108101,0.000380576628188896,1,"1:1:81",0.000869655,318929,1,1,81,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,178254,15,1759.11484547945,4.36885052043086e-05,0,"1:2:128",4.92e-05,178254,1,2,128,"1 2","Anti-vaccine","","","*",""
"individual, non-P.E.",FALSE,311780,2,7099,6.72721285792321e-05,0,"2:53:5",5.32e-06,311780,2,53,5,"2 53","Pro-vaccine","","","*",""
NA,NA,364819,5,1641.32428614982,4.43066445775226e-05,0,"1:8:52",1.33e-05,364819,1,8,52,"1 8","Anti-vaccine","","","",""
"non-individual",NA,457969,155,38281.9998586119,0.000469207640406839,2,"1:1:75",0.000956089,457969,1,1,75,"1 1","Anti-vaccine","","","",""
NA,NA,434981,4,199.087183883176,4.05676845490027e-05,0,"1:39:2",1.33e-05,434981,1,39,2,"1 39","Anti-vaccine","","","",""
"non-individual",NA,344676,1,0,2.27026278722188e-05,0,"3:2:201",2.66e-06,344676,3,2,201,"3 2",NA,"","","",""
"non-individual",NA,280498,1,0,4.43128753575126e-05,0,"1:61:2",2.66e-06,280498,1,61,2,"1 61","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,432387,19,3.03333333333333,0.000215135313738412,0,"5:1:7",0.000170208,432387,5,1,7,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,148601,14,50555.5090349774,7.51914495296765e-05,0,"5:1:20",5.05e-05,148601,5,1,20,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,2246,24,5832.9209874102,0.000223839877974685,0,"5:1:5",0.000171538,2246,5,1,5,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,313536,19,0,0.000175036264814696,0,"5:1:9",0.000140953,313536,5,1,9,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,138463,14,5.76666666666667,8.1045978999998e-05,0,"5:1:19",5.58e-05,138463,5,1,19,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,205899,1,0,3.05522204318434e-05,0,"2:28:20",2.66e-06,205899,2,28,20,"2 28","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,216261,14,19.4167098584545,5.18793163003791e-05,0,"1:4:48",5.19e-05,216261,1,4,48,"1 4","Anti-vaccine","","","",""
NA,NA,319455,83,5291.25924829034,0.00040654078076622,0,"1:3:33",0.000699448,319455,1,3,33,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,101637,21,1.67619047619048,0.00018835834211183,0,"5:1:8",0.000150262,101637,5,1,8,"5 1",NA,"","","",""
NA,NA,376894,24,160919.654138172,0.000292772089246581,0,"5:1:3",0.000226057,376894,5,1,3,"5 1",NA,"","","",""
"non-individual",NA,42165,1,0,2.28777971622937e-05,0,"2:10:38",2.66e-06,42165,2,10,38,"2 10","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,395143,1,0,2.6094806169287e-05,0,"2:12:43",2.66e-06,395143,2,12,43,"2 12","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,177116,3,7134,6.22284766718348e-05,0,"2:34:10",9.31e-06,177116,2,34,10,"2 34","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,368649,21,144.428558290677,0.000163312259768907,0,"5:1:12",0.000128986,368649,5,1,12,"5 1",NA,"","","",""
"non-individual",NA,63052,58,48914.6725597403,0.000238456330748514,5,"2:3:53",0.000202122,63052,2,3,53,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,169198,23,2.75,0.000300766512233101,0,"5:1:1",0.000243344,169198,5,1,1,"5 1",NA,"","","",""
"Both",TRUE,380880,83,171222.851109282,0.00103427354046759,7,"2:9:1",0.000464082,380880,2,9,1,"2 9","Pro-vaccine","*","*","**","**"
"individual, non-P.E.",FALSE,191079,18,1.33333333333333,0.000167883461652524,0,"5:1:11",0.000132975,191079,5,1,11,"5 1",NA,"","","",""
"non-individual",NA,10792,8,7.0147942044906,9.75130169350158e-05,0,"2:15:7",3.06e-05,10792,2,15,7,"2 15","Pro-vaccine","","","",""
NA,NA,233554,8,371.342709310237,3.99618344119238e-05,0,"3:2:119",2.39e-05,233554,3,2,119,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,202586,25,8447.13984807613,0.000308726444435204,0,"5:1:2",0.000242014,202586,5,1,2,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,104569,4,5.81000795736932,2.37111402214568e-05,0,"1:1:503",1.06e-05,104569,1,1,503,"1 1","Anti-vaccine","","","",""
"non-individual",NA,4253,1,0,0.000129533678756507,0,"226:1",2.66e-06,4253,226,1,NA,"226 1",NA,"","","",""
"individual, non-P.E.",FALSE,116131,1,0,2.07723961289861e-05,0,"1:2:506",2.66e-06,116131,1,2,506,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,231976,2,0,0.000162531836608017,0,"12:3",4.52e-05,231976,12,3,NA,"12 3",NA,"","","",""
"Name",TRUE,380026,5,5,0.000252413133621636,0,"12:1",6.65e-05,380026,12,1,NA,"12 1",NA,"","","",""
NA,NA,382230,33,233.282507523533,8.79475235535698e-05,0,"1:3:99",0.000134305,382230,1,3,99,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,112268,1,0,2.21890784192683e-05,0,"2:5:84",2.66e-06,112268,2,5,84,"2 5","Pro-vaccine","","","",""
"Both",TRUE,37526,1,0,3.9531406636955e-05,0,"2:135:3",2.66e-06,37526,2,135,3,"2 135","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,109987,12,6.15952380952381,6.73949193793384e-05,0,"5:1:22",4.39e-05,109987,5,1,22,"5 1",NA,"","","",""
"non-individual",NA,249531,3,7099,7.09459582002296e-05,0,"2:135:1",7.98e-06,249531,2,135,1,"2 135","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,350126,9,17.9603174945716,6.87686105534905e-05,0,"2:8:34",2.66e-05,350126,2,8,34,"2 8","Pro-vaccine","","","",""
NA,NA,184730,33,1635.41427650715,0.000101727653745171,0,"1:3:107",0.000124996,184730,1,3,107,"1 3","Anti-vaccine","","","",""
"non-individual",NA,464390,1,0,0.000129533678756408,0,"96:2",2.66e-06,464390,96,2,NA,"96 2",NA,"","","",""
"individual, non-P.E.",FALSE,36209,4,17.3366837182886,2.9942348420398e-05,0,"2:1:397",1.2e-05,36209,2,1,397,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,269301,64,8090.6004702286,0.000228283924586499,1,"2:1:70",0.000242014,269301,2,1,70,"2 1","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,75926,2,0,4.99528154219001e-05,0,"2:20:2:7",7.98e-06,75926,2,20,2,"2 20","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,415874,4,77.0797500425322,5.04846571081388e-05,0,"2:71:4",1.06e-05,415874,2,71,4,"2 71","Pro-vaccine","","","",""
"non-individual",NA,95734,3,7584.70402683959,6.26666149004973e-05,1,"2:51:5",7.98e-06,95734,2,51,5,"2 51","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,107164,2,7099,5.98340573520602e-05,0,"2:185:1",5.32e-06,107164,2,185,1,"2 185","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,120072,2,3.74006693984682,2.20878427597265e-05,0,"1:3:357",5.32e-06,120072,1,3,357,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,302166,17,6.25952380952381,0.000115109716627703,0,"5:1:17",8.78e-05,302166,5,1,17,"5 1",NA,"","","",""
"individual, non-P.E.",FALSE,187742,20,1587.57515997941,0.000176708213492739,0,"2:8:13",7.45e-05,187742,2,8,13,"2 8","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,94830,88,2421.32334662439,0.000193878052007027,1,"1:1:124",0.000425519,94830,1,1,124,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,224599,2,47.9185492200997,2.18869349247277e-05,0,"1:1:606",5.32e-06,224599,1,1,606,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,142709,35,5380.80134826299,0.000149297789205478,0,"2:1:100",0.00015824,142709,2,1,100,"2 1","Pro-vaccine","","*","","*"
"non-individual",NA,241616,23,7847.58843000117,9.82932976399722e-05,0,"2:3:90",6.78e-05,241616,2,3,90,"2 3","Pro-vaccine","","","",""
"non-individual",NA,400929,1,0,3.20250734381568e-05,0,"2:9:30",6.65e-06,400929,2,9,30,"2 9","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,261289,3,0,3.58283908968807e-05,0,"1:8:64",7.98e-06,261289,1,8,64,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,37611,2,3,0.000122970871999226,0,"33:4",5.32e-06,37611,33,4,NA,"33 4",NA,"","","",""
"individual, non-P.E.",FALSE,378360,1,0,2.04665514197146e-05,0,"1:1:671",2.66e-06,378360,1,1,671,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,276897,12,3152.94755648693,6.54525397410114e-05,1,"2:63:1",3.59e-05,276897,2,63,1,"2 63","Pro-vaccine","*","","",""
"non-individual",NA,44358,4,838.782775324108,4.71856314246453e-05,0,"2:8:50",1.06e-05,44358,2,8,50,"2 8","Pro-vaccine","","","",""
"non-individual",NA,119490,2,0,2.40530750969424e-05,0,"2:3:189",5.32e-06,119490,2,3,189,"2 3","Pro-vaccine","","","",""
"non-individual",NA,271026,2,159.675158939083,3.26493559394775e-05,0,"1:8:81",5.32e-06,271026,1,8,81,"1 8","Anti-vaccine","","","",""
NA,NA,99109,5,1.5577693292941,2.93740153439429e-05,0,"1:3:217",1.86e-05,99109,1,3,217,"1 3","Anti-vaccine","","","",""
NA,NA,251070,1,0,0.000129533678756507,0,"145:1",2.66e-06,251070,145,1,NA,"145 1",NA,"","","",""
"individual, non-P.E.",FALSE,373145,31,255.273610831079,0.000119006308251575,0,"2:4:1:69",0.000135634,373145,2,4,1,"2 4","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,247327,35,1847.27167694143,5.99305482985546e-05,0,"1:1:256",0.00010372,247327,1,1,256,"1 1","Anti-vaccine","","*","*",""
"individual, non-P.E.",FALSE,203319,1,0,2.06741204039829e-05,0,"1:1:708",2.66e-06,203319,1,1,708,"1 1","Anti-vaccine","","","",""
NA,NA,274616,5,990.432278400984,4.63565319171284e-05,0,"1:8:53",1.33e-05,274616,1,8,53,"1 8","Anti-vaccine","","","",""
"non-individual",NA,250559,1,0,0.000129533678756408,0,"123:2",2.66e-06,250559,123,2,NA,"123 2",NA,"","","",""
"individual, non-P.E.",FALSE,141744,1,0,3.26247820693651e-05,0,"1:27:6",2.66e-06,141744,1,27,6,"1 27","Anti-vaccine","","","",""
NA,NA,14688,5,27.8685782083069,3.26958499611037e-05,0,"3:2:133",1.6e-05,14688,3,2,133,"3 2",NA,"","","",""
"non-individual",NA,263794,1,0,2.87808684394609e-05,0,"2:9:38",3.99e-06,263794,2,9,38,"2 9","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,456776,6,79.1324455442815,3.09678340916155e-05,0,"2:4:1:172",1.6e-05,456776,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,267029,1,0,2.14047585180228e-05,0,"2:4:1:245",2.66e-06,267029,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,442384,1,0,2.47540995274471e-05,0,"2:4:1:239",2.66e-06,442384,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,58477,4,1.83333333333333,9.25166164367305e-05,0,"2:29:1:7",1.2e-05,58477,2,29,1,"2 29","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,292897,6,243.666501853442,2.59020667052859e-05,0,"1:1:466",1.6e-05,292897,1,1,466,"1 1","Anti-vaccine","","","",""
"non-individual",NA,300214,2,0,2.37809979519009e-05,0,"2:3:172",5.32e-06,300214,2,3,172,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,178809,3,0,4.59359852776991e-05,0,"2:22:17",1.06e-05,178809,2,22,17,"2 22","Pro-vaccine","","","",""
"Description",TRUE,59945,12,2189.9062303119,4.49054701125883e-05,0,"2:2:191",3.32e-05,59945,2,2,191,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,22942,18,6.15,0.000120713524938264,0,"5:1:15",9.04e-05,22942,5,1,15,"5 1",NA,"","","",""
NA,NA,233057,2,5.00074298034026,2.20288636172995e-05,0,"1:3:314",5.32e-06,233057,1,3,314,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,170891,14,1822.73430264665,0.000100707628166718,0,"1:13:10",6.65e-05,170891,1,13,10,"1 13","Anti-vaccine","","","*","*"
